productId,Title,userId,Time,Text,Cat1,Cat2,Cat3
B00009XNSY,Learning Resources Pretend & Play Doctor Set,A2MVRJR4GU6ZLS,1357948800,"My daughter who is three has become obsessed with taking care of people and toys lately, so we decided to get this for her to help pretend to be a doctor. She's more impressed with it than I am, but isn't that really the important part.ProsLots of parts to the kit in comparison to other kits soldMost of them seem tough enough to not break right awayComes with case to store components when not in 'use'ConsStorage case is really oversized, it could easily be half the size and still have room to store everythingThe stethoscope doesn't give the option to listen, but loops between a really bad heartbeat or child coughingBlood pressure cuff is so smallOverall it has a lot of parts, seems to amuse the toddler who wants to fix everything. So it's all good in the end.",toys games,dress up pretend play,pretend play
B00092M368,BaByliss Pro Ceramic Tools Dual Voltage Professional Ceramic Spring Curling Iron,A122PW6SSMB1W,1357948800,"This iron heats up quickly and does a nice job. Also it is a good price, I would recommend it.",beauty,hair care,styling tools
B000K9JRH8,3 Pack of Da Bird Guinea Feather Refills,A2TWVOXWFRCN4H,1357948800,My cat LOVES this toy! Every time I get it out to play she runs after it as fast as she can. The feather part of the toy spins around so it looks like a bird which makes it even more entertaining.,pet supplies,cats,toys
B000IEVXQS,"Invacare Lightweight Rollator with 7.5 Inch Wheels Ergonomic Hand-brakes, Blue",A66T96Z95JHY8,1357948800,"This is supposed to be rated to 300lbs, and I'm around 250. It was great when I first got it, and very nice to have nice smooth rolling wheels, as my old one is creaky and sweaky. But the cross bar on the bottom is bolted on both ends, and I had 1 end snap off after about a week. I will be able to find something at the hardware store to fix it, but this is not as sturdy as it was advertised. If you're a heavyweight I would not purchase this one, look for a heavier duty model.",health personal care,medical supplies equipment,mobility aids equipment
B00000DMFD,Mousetrap,A228BRGSHC3AHD,1357948800,It was a Christmas gift for a child in our church who requested it specifically. It was exactly what he wanted.,toys games,games,board games
B000E63L6U,"Celestial Seasonings Zinger Tea, 20 Tea Bags (6 Pack)",A3OR261KHXJ439,1357948800,"At last, I find somewhere I can purchase my favorite tea !The grocery stores I frequent do not always have it in stock. Now I do in my very own cupboard Yippee!!!",grocery gourmet food,beverages,tea
B000IFB5P6,"[Itm] Clear Safety Glasses, Large [Acsry To]",A3QUEAELP2NM6H,1357948800,the glasses are just what i needed i had no problem with the ordering process at all. I will be doing business here again soon.,beauty,skin care,face
B000BCEJ86,Playskool Busy Gears,A1KM2OMZAW2YQ3,1357948800,"The grand baby loved it- However, his slightly older sister had no trouble losing nearly all of the gears. Oops!",toys games,action toy figures,figures
B0000683A4,Snap Circuits SC-300,A2LXJLAJE6JJK0,1357948800,Kept them busy experimenting for hours. They were cute little engineers and scientists working n the floor making all kinds of crazy things.,toys games,learning education,science
B000FED5DU,Philips Norelco G370 All-in-1 Grooming System,A13J1CJMHEFS6P,1357948800,"I purchased this trimmer to use on my arm hair, chest, and face. It had high reviews on amazon and was priced very fairly. Once the item arrived I unpacked it and tested it out.It is strong,sharp,and precise. My biggest complaint is that there are no good heads for facial hair. The heads are decided more for body hair and head hair. If you want nice clean lines this will work but only if you're looking at doing a 0 or .5.",health personal care,personal care,shaving hair removal
B0002AT3M4,Midwest Life Stages Double-Door Folding Metal Dog Crate,A3YNRCENOMTZ8,1357948800,I ordered this Jan 10th and had it Sat the 12th. I never expected it that fast. I am very happy to have rec'd it so soon and on a weekend to boot. I set it right up had no problems it is perfect; I will use this company again for sure. Thanks,pet supplies,dogs,houses
B000GG0BN4,Bigelow Tea (6 Pack),A226XMHQ3ZX32R,1357948800,It might be easier to say what this tea doesn't do.......Cleanses organs and inhibits bacteria that promotes decay; Proven to promote weight loss.....Need I say more??.....,grocery gourmet food,beverages,tea
B000I6NF6W,MisterMaxAnti Icky Poo - 1 Gallon,A51QRW5WIU9X5,1357948800,This is the only product I buy that effectively eliminates cat urine odor. My cat does mot return to the spot where she urinated!,pet supplies,cats,litter housebreaking
B0006I5M2M,Cranberry Tea by Alvita - 24 Bags,A32JTXESIIW9XR,1357948800,I use this tea for years and is the only way that I'M can be regular and the price is very good dont buy pills is is natural and good ..,health personal care,nutrition wellness,vitamins supplements
B000324Y8E,Safety 1st Perfect Fit Gate,AJXXT3ZKZ7FW8,1357948800,the area at the top of our stairs is uneven so i appreciate that this fits well in that spot. the downside is the hinge that supports this gate's ability to swing open and close (which is convenient) is plastic and therefore not durable...this is the 2nd time we bought this gate because the first hinge broke and became unusable within about either 1 1/2 to 2 years...,baby products,safety,gates doorways
B000056OWT,"Safety 1st Crystal Clear Baby Monitor, White",A2I28ZMSXK9TUC,1357948800,A lot of Static & Background NoiseThis unit is very bad:It has a lot of static if next to other electronic devices.I bought 2 of them & one is worth than the other.DO NOT BUY THIS ITEM!!!,baby products,safety,monitors
B000PXZUC0,Revlon Perfect Heat Professional Ceramic Styling Iron,A22QDWKCF7WT11,1357948800,I purchased this item because I need a good curling iron and I like this curling iron because it heats up quick and fast.,beauty,hair care,styling tools
B000JQALAE,"Greenies Treat-Pak for Dogs, Original",A2FF4NVDC6FYDI,1357948800,"Half the price of Petco, etc. My Auggie looks forward to &#34;brushing her teeth&#34; every night just before bedtime :-)",pet supplies,dogs,treats
B000KADHFU,Dixie Carb Counters Classic Instant Mashers - Low Carb Potatoes Substitute,A3SKY1IMFED62,1357948800,"I'm watching my carbs and Hubby is diabetic - if you have to use milk because you don't have cream try also putting a tablespoon or so of cream cheese - Delicious! Buy these all the time - by using the cream cheese and then serving them with a little butter and gravy, well we can't really tell the difference -",grocery gourmet food,pantry staples,cooking baking supplies
B000A7XY10,Contech StayAway Automatic Pet Deterrent Refill Canister,A2DZGR0TW07HR9,1357948800,it taught my two blue russian cats to stay away from the tree - as long as they heard the sound they went running - am glad that i saw the product on &#34;my cat from hell&#34; great product - will order refills for next year jmrd 1234,pet supplies,cats,educational repellents
B0006GZ2FQ,Guillows Curtiss P40 Warhawk Model Kit,A12V7O3Q0MXTAQ,1357948800,My husband loved it. Great value Hubby said they make excellent models. Model pieces are cut well and model can be built in a short amount of time. Lots of detail,toys games,hobbies,model building kits tools
B000NP2AHI,Powerstep Full-Length Orthotics - Men 14 - 14 1/2,A3RSEQBHGTCQZ0,1357948800,"I have had some pretty bad pain in my arches, and other inserts never really held up well. These are great. I've had them about 2 years, and they have still maintained their form, and I don't have any pain anymore as long as I wear them. I wouldn't mind having inserts that feel a bit better on my feet in terms of the material. It's not bad, but it doesn't have ANY cushion. So I'd probably recommend considering the same inserts with the cushion. But, these have worked well in terms of providing better arch support.",health personal care,health care,foot care
B0006II74C,Nature's Secret Ultimate Fasting Cleanse Kit,A2GZVMW4Q8UTR6,1357948800,"I eat a lot. Had I realized just how strict this program was about fasting I would not have bought it. I was irritable, nauseated, and completely drained of all energy midway through. I had to stop and never really felt any of the positive effects that I was supposed to see.",health personal care,nutrition wellness,vitamins supplements
